ConvertedComp,Country,EdLevel,Employment,YearsCodePro
NA,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",NA
17184,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,9
80000,United States,Some college/university study without earning a degree,Employed full-time,15
115000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,5
120000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,15
NA,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,1
NA,United States,Some college/university study without earning a degree,Student,NA
NA,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,NA
87896,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,6
99000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,1
150000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,11
55967,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,1
64859,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,6
84019,United Kingdom,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,2
142308,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,10
110000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,10
NA,Brazil,Some college/university study without earning a degree,"Not employed, but looking for work",NA
69000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
55000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,7
NA,Brazil,Some college/university study without earning a degree,Student,NA
36753,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,4
27144,United Kingdom,Some college/university study without earning a degree,Employed full-time,2
130000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,4
31348,Estonia,Some college/university study without earning a degree,Employed full-time,2
NA,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,5
68068,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Less than 1 year
NA,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,NA
387780,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,2
NA,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,1
125000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,1
NA,United States,Some college/university study without earning a degree,"Not employed, but looking for work",NA
NA,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed part-time,Less than 1 year
1.00E+05,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
14220,Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,6
140000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,7
2.00E+05,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",15
97288,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,23
NA,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,NA
90000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,7
NA,Canada,NA,Employed full-time,NA
659220,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,7
NA,Hungary,NA,Student,NA
144000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,16
NA,United States,Some college/university study without earning a degree,Employed full-time,4
52942,Canada,Some college/university study without earning a degree,Employed full-time,2
140000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,5
71093,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,7
136136,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,20
39492,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,9
NA,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,8
90000,United States,Some college/university study without earning a degree,Employed full-time,28
64287,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
48500,United States,Some college/university study without earning a degree,Employed full-time,1
92300,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,6
56723,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
24744,Brazil,Some college/university study without earning a degree,Employed full-time,11
90000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,9
75631,Canada,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",30
NA,Israel,Some college/university study without earning a degree,Student,NA
39941,United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,20
775560,United Kingdom,Some college/university study without earning a degree,Employed full-time,11
NA,United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,5
41600,Canada,NA,Employed full-time,21
1.00E+05,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,4
44622,Canada,Some college/university study without earning a degree,Employed full-time,3
NA,Canada,Some college/university study without earning a degree,Employed full-time,NA
NA,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",3
11676,Greece,Some college/university study without earning a degree,Employed full-time,Less than 1 year
NA,United States,NA,Student,NA
107000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,12
95000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,4
NA,Germany,NA,Retired,NA
93840,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,18
79095,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,18
46767,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,20
51704,United Kingdom,Some college/university study without earning a degree,Employed full-time,4
105000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,4
NA,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,NA
NA,Germany,Some college/university study without earning a degree,Employed full-time,21
325728,United Kingdom,NA,Employed full-time,6
NA,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,NA
NA,Nomadic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,4
43866,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,10
NA,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,NA
60505,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,5
216960,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Less than 1 year
56760,Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,17
23735,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,2
39328,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,22
NA,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",NA,8
115000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,7
71850,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,16
104000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,13
NA,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,8
41618,Cyprus,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,13
117229,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,26
35849,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,4
NA,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,20
105000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,4
739392,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,15
NA,United States,"Associate degree (A.A., A.S., etc.)",Employed part-time,NA
NA,United States,Some college/university study without earning a degree,Student,NA
56874,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed part-time,16
151263,Canada,Primary/elementary school,Employed full-time,15
80000,United States,Some college/university study without earning a degree,Employed full-time,22
NA,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,18
9564,Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
52942,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,20
105072,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,8
75000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,1
85000,United States,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",6
77556,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,6
170000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,10
NA,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",25
27492,Brazil,"Professional degree (JD, MD, etc.)","Independent contractor, freelancer, or self-employed",8
68000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,4
55211,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,5
36456,Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,4
119820,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,9
NA,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,NA
32429,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,6
581667,United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,20
1.00E+05,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,10
NA,Kenya,NA,Student,NA
NA,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,15
42354,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,NA
65000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Less than 1 year
NA,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,12
32315,United Kingdom,Some college/university study without earning a degree,Employed full-time,2
73000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,5
110000,United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,3
NA,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,20
NA,Norway,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,NA
150000,United States,Some college/university study without earning a degree,Employed full-time,20
115000,United States,Some college/university study without earning a degree,Employed full-time,20
70338,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,2
154000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,20
NA,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,NA
107017,Germany,"Professional degree (JD, MD, etc.)",Employed full-time,14
68000,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,5
NA,United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,NA
NA,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,NA
47563,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,2
NA,Canada,"Associate degree (A.A., A.S., etc.)",Employed full-time,11
372264,United Kingdom,Some college/university study without earning a degree,Employed full-time,4
33900,Canada,Some college/university study without earning a degree,Employed full-time,1
50266,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,4
10471,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
NA,Italy,"Professional degree (JD, MD, etc.)",Employed full-time,5
NA,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,14
46533,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,6
108000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
118500,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,7
NA,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,40
NA,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",NA
60000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
70000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,2
140000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,16
77144,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,27
NA,France,"Professional degree (JD, MD, etc.)",Employed full-time,4
84019,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,13
NA,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",NA
312,Kyrgyzstan,I never completed any formal education,Employed full-time,4
NA,Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
NA,Iran,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,NA
180000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
NA,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,3
NA,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,NA
NA,Finland,Some college/university study without earning a degree,Employed full-time,9
45396,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,12
95000,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,2
